Item_Fat_Content,Item_Identifier,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Visibility,Item_Weight,Total_Sales,Rating
Regular,FDS46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.047257328,17.6,119,3.8
Low Fat,NCF19,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.035307322,13.0,47,3.8
Low Fat,NCK19,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.151420934,9.8,194,3.8
Regular,FDS15,Meat,2020,OUT017,Tier 2,Small,Supermarket Type1,0.078502143,9.195,108,3.8
Regular,FDY34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011026594,10.5,166,3.8
Regular,FDU45,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.035334201,15.6,115,3.8
Low Fat,FDR02,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.022047313,16.7,110,3.8
Low Fat,FDS48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.027779254,15.15,150,3.8
Regular,FDY56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.062508438,16.35,227,3.8
Low Fat,FDW23,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.143592939,5.765,37,3.8
Low Fat,FDE24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09344495,14.85,141,3.8
Regular,FDQ45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.010907967,9.5,182,3.8
Low Fat,NCP42,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.016201845,8.51,195,3.8
Low Fat,FDK43,Meat,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0268952,9.8,128,3.8
Low Fat,FDA44,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.089083914,19.7,54,3.8
Low Fat,NCG43,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074541867,20.2,94,3.8
Regular,FDS45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.029471408,5.175,105,3.8
Low Fat,FDS03,Meat,2011,OUT010,Tier 3,Medium,Grocery Store,0.133281968,7.825,63,3.8
Low Fat,FDQ23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024521191,6.55,100,3.8
Low Fat,FDO13,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.06100886,7.865,166,3.8
Low Fat,DRD49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.167799329,9.895,239,3.8
Low Fat,NCK17,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037711338,11.0,41,3.8
Low Fat,FDT08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04929502,13.65,150,3.8
Low Fat,FDL46,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.054362695,20.35,117,3.8
Low Fat,NCQ05,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.03616416,11.395,150,3.8
Regular,FDW46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.070588037,13.0,65,3.8
Regular,FDR19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.159587755,13.5,145,3.8
Low Fat,FDE45,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.040357315,12.1,177,3.8
Low Fat,NCO17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08264165216666668,10.0,120,3.8
Low Fat,FDM21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.064464147,20.2,255,3.8
Low Fat,FDV24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12667717266666667,5.635,148,3.8
Low Fat,FDG60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.060794097,20.35,233,3.8
Low Fat,FDO13,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061154604,7.865,165,3.8
Low Fat,FDO50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.078290271,16.25,93,3.8
Low Fat,FDS26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.089608321,20.35,262,3.8
Low Fat,DRH39,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.092834313,20.7,77,3.8
Low Fat,FDF09,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012167793,6.215,37,3.8
Low Fat,FDE57,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.036341539,9.6,142,3.8
Low Fat,FDW08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.148612263,12.1,104,3.8
Low Fat,NCV41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.017065268,14.35,109,3.8
Low Fat,FDD22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.099804623,10.0,113,3.8
Low Fat,DRJ25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.150801606,14.6,48,3.8
Regular,FDB12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.105471384,11.15,105,3.8
Regular,FDF24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025409912,15.5,83,3.8
Regular,FDS46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.047330801,17.6,120,3.8
Low Fat,NCJ30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.080765853,5.82,169,3.8
Regular,FDR15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033489979,9.3,156,3.8
Low Fat,FDA10,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.248301532,20.35,124,3.8
Low Fat,FDY21,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.30374337,15.1,196,3.8
Low Fat,DRG37,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.033929133,16.2,154,3.8
Low Fat,FDT60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.132275338,12.0,123,3.8
Low Fat,FDW48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.008549911714285714,18.0,81,3.8
Low Fat,FDG02,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.019716846,7.855,191,3.8
Low Fat,FDG32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.308145448,19.85,222,3.8
Low Fat,DRI11,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.060237465,8.26,115,3.8
Low Fat,NCN29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.021214364,15.2,48,3.8
Low Fat,NCB31,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.207783483,6.235,262,3.8
Low Fat,NCN43,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.011835436,12.15,121,3.8
Regular,FDG12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.006336295,6.635,121,3.8
Regular,FDV60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.205484395,20.2,198,3.8
Regular,FDZ32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.066765523,7.785,107,3.8
Low Fat,NCF55,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021666335,6.675,33,3.8
Low Fat,FDA11,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.043238822,7.75,92,3.8
Low Fat,FDO12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.054930533,15.75,194,3.8
Low Fat,FDE38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.044607161,6.52,164,3.8
Low Fat,DRD15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.056795923,10.6,232,3.8
Low Fat,FDE53,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.026880159,10.895,106,3.8
Low Fat,FDB45,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021329793,20.85,105,3.8
Low Fat,NCZ29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.071371458,15.0,125,3.8
Low Fat,NCF06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.020198354,6.235,257,3.8
Low Fat,NCT18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.059405152,14.6,179,3.8
Low Fat,FDY51,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.081134826,12.5,220,3.8
Low Fat,NCK31,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.027047774,10.895,50,3.8
Low Fat,FDQ58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01530184,7.315,154,3.8
Low Fat,FDP34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.137227848,12.85,155,3.8
Low Fat,FDP10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.128090139,19.0,107,3.8
Low Fat,DRE12,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.070780558,4.59,114,3.8
Regular,FDX12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.026064486,18.2,241,3.8
Regular,FDL51,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.047491371,20.7,213,3.8
Regular,FDW43,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.022425236,20.1,226,3.8
Regular,FDM15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.057421582,11.8,149,3.8
Regular,FDM45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08819473,8.655,119,3.8
Regular,FDR22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.018562604,19.35,110,3.8
Regular,FDP52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.070691729,18.7,230,3.8
Low Fat,NCY41,Health and Hygiene,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.075889215,16.75,37,3.8
Low Fat,NCK42,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.013146636,7.475,214,3.8
Low Fat,FDG24,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.014713909,7.975,83,3.8
Low Fat,NCD31,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.015521768,12.1,165,3.8
Low Fat,FDW35,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.011111714,10.6,43,3.8
Low Fat,FDT59,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.015943701,13.65,231,3.8
Low Fat,FDY27,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.031962866,6.38,178,3.8
Low Fat,FDU02,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.1027194,13.35,228,3.8
Low Fat,NCU53,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.042838514,5.485,163,3.8
Low Fat,NCZ29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.071516201,15.0,127,3.8
Low Fat,NCJ18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.164274416,12.35,119,3.8
Low Fat,NCH07,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.092854963,13.15,158,3.8
Low Fat,NCO42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.024705597,21.25,145,3.8
Low Fat,NCL19,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.015708023,15.35,143,3.8
Low Fat,FDE22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.029632784,9.695,159,3.8
Low Fat,FDN10,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.046217345,11.5,120,3.8
Low Fat,FDK34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.038604817,13.35,236,3.8
Low Fat,FDM10,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.076125668,18.25,214,3.8
Low Fat,FDT60,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.075975642,12.0,124,3.8
Low Fat,FDU48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.055671582,18.85,133,3.8
Low Fat,FDM13,Breakfast,2020,OUT017,Tier 2,Small,Supermarket Type1,0.063532672,6.425,133,3.8
Low Fat,FDW37,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.12475207,19.2,90,3.8
Low Fat,FDW49,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.083019163,19.5,180,3.8
Low Fat,FDD04,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.090480206,16.0,142,3.8
Low Fat,FDZ20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.034501016,16.1,255,3.8
Low Fat,FDM56,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.070588621,16.7,107,3.8
Low Fat,NCO41,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.018955479,12.5,100,3.8
Low Fat,NCH07,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.093191195,13.15,158,3.8
Low Fat,NCC18,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.178272728,19.1,172,3.8
Low Fat,FDK55,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.025907416,18.5,87,3.8
Low Fat,NCN55,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.059827007,14.6,239,3.8
Low Fat,NCQ38,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.013442036,16.35,104,3.8
Low Fat,FDT46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.030981392,11.35,51,3.8
Low Fat,FDN10,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0463847,11.5,118,3.8
Low Fat,FDA10,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.142618182,20.35,123,3.8
Low Fat,FDA34,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.014944614,11.5,171,3.8
Low Fat,FDE59,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.062640143,12.15,36,3.8
Regular,FDS36,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.046982429,8.38,108,3.8
Regular,FDI12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.100602552,9.395,88,3.8
Regular,FDX36,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.128543405,9.695,226,3.8
Regular,FDH60,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.09590922950000001,19.7,197,3.8
Regular,FDS59,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.043982464,14.8,110,3.8
Regular,FDK25,Breakfast,2015,OUT045,Tier 2,High,Supermarket Type1,0.157149885,11.6,168,3.8
Regular,FDH50,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.161762835,15.0,185,3.8
Regular,FDR55,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.132351411,12.15,190,3.8
Regular,FDZ39,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.018061324,19.7,102,3.8
Regular,FDE10,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.090130537,6.67,131,3.8
Regular,FDM45,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.088373591,8.655,119,3.8
Regular,FDF34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.014047825,9.3,196,3.8
Regular,FDY60,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.026520167,10.5,144,3.8
Regular,FDB04,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.06358394,11.35,89,3.8
Regular,FDH52,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.044151435,9.42,61,3.8
Regular,FDX52,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.04224015,11.5,194,3.8
Regular,FDR44,Fruits and Vegetables,2020,OUT017,Tier 2,High,Supermarket Type1,0.103503049,6.11,129,3.8
Regular,FDV20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.07197039371428571,20.2,129,3.8
Regular,FDV27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.04021623,7.97,90,3.8
Regular,FDI34,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.085617517,10.65,229,3.8
Low Fat,FDW58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.007551665,20.75,107,3.8
Low Fat,FDU36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.046262201,6.15,97,3.8
Low Fat,FDB60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028516696,9.3,194,3.8
Low Fat,FDI26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.034880143,5.94,177,3.8
Low Fat,FDR49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.139202085,8.71,46,3.8
Low Fat,FDY13,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.030121709,12.1,78,3.8
Low Fat,FDT02,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024190156,12.6,34,3.8
Low Fat,NCP18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028592842,12.15,151,3.8
Low Fat,NCX18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00879232,14.15,195,3.8
Low Fat,NCB43,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.099893424,20.2,187,3.8
Low Fat,FDE47,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.037901581,14.15,126,3.8
Regular,FDS36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.046878474,8.38,109,3.8
Regular,FDM12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.069903773,16.7,188,3.8
Regular,FDB26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031261583,14.0,52,3.8
Regular,FDH56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.063805139,9.8,117,3.8
Regular,FDU31,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02498633,10.5,216,3.8
Regular,FDG10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.010937229,6.63,55,3.8
Regular,FDS58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.021002641,9.285,161,3.8
Regular,DRM49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.151925271,6.11,46,3.8
Low Fat,NCS42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.069403341,8.6,91,3.8
Low Fat,FDU23,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.036360676,12.15,166,3.8
Low Fat,FDX01,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.040446145,10.1,118,3.8
Low Fat,FDA43,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.108253944,10.895,194,3.8
Low Fat,NCN29,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.020280476,15.2,49,3.8
Low Fat,NCZ30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.043828293,6.59,121,3.8
Low Fat,NCH30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.112402118,17.1,112,3.8
Low Fat,FDL46,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.090480214,20.35,119,3.8
Regular,FDE17,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.05453008016666667,20.1,152,3.8
Regular,FDQ08,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.031685529,15.7,63,3.8
Regular,FDT32,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.10985775,19.0,188,3.8
Regular,FDM09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.143831787,11.15,169,3.8
Regular,FDD10,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.077029195,20.6,177,3.8
Regular,FDS21,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.034942397,19.85,61,3.8
Low Fat,FDW49,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.082483516,19.5,179,3.8
Low Fat,FDW11,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.048741487,12.6,60,3.8
Low Fat,FDH27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.058298384,7.075,145,3.8
Low Fat,FDU07,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.059797172,11.1,151,3.8
Low Fat,FDI32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.174228338,17.7,117,3.8
Low Fat,DRK23,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.07191675,8.395,254,3.8
Low Fat,NCJ17,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.152429537,7.68,85,3.8
Low Fat,NCY29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.077169841,13.65,55,3.8
Low Fat,NCO54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.014262413,19.5,57,3.8
Low Fat,NCN19,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.012089479,13.1,189,3.8
Low Fat,NCQ38,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.013355306,16.35,105,3.8
Regular,FDZ36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.065729039,6.035,188,3.8
Regular,FDL24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.024875871,10.3,173,3.8
Regular,FDV60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.13838280375,20.2,197,3.8
Regular,FDJ38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.040172077,8.6,188,3.8
Regular,FDD38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.008184912,16.75,101,3.8
Regular,FDD40,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.014781046,20.25,193,3.8
Regular,FDS16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.066121873,15.15,145,3.8
Regular,FDY03,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.076058484,17.6,111,3.8
Regular,FDO09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.125170423,13.5,261,3.8
Regular,FDV22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.009930514,14.85,157,3.8
Low Fat,FDW35,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011134397,10.6,42,3.8
Low Fat,FDH24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021518435,20.7,157,3.8
Low Fat,FDA38,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.025583714,5.44,239,3.8
Low Fat,FDB51,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038610722,6.92,61,3.8
Low Fat,FDV02,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.060792265,16.75,170,3.8
Low Fat,FDX50,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074931201,20.1,108,3.8
Low Fat,FDR26,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043011277,20.7,177,3.8
Low Fat,FDP04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013869039,15.35,62,3.8
Low Fat,FDI52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.105104552,18.7,121,3.8
Low Fat,NCO17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073678663,10.0,120,3.8
Low Fat,NCK53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037734334,11.6,98,3.8
Low Fat,NCL41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041907648,12.35,36,3.8
Low Fat,NCD42,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.012689327,16.5,39,3.8
Low Fat,NCX17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.114066204,21.25,233,3.8
Low Fat,NCP02,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044991294,7.105,59,3.8
Low Fat,NCC55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.064022881,10.695,36,3.8
Low Fat,FDK15,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.098814721,10.8,100,3.8
Low Fat,NCO43,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.047290068,5.5,100,3.8
Low Fat,FDQ34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.162903525,10.85,104,3.8
Low Fat,FDB59,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015341139,18.25,200,3.8
Low Fat,DRA12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041112694,11.6,142,3.8
Low Fat,DRH49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024756031,19.7,83,3.8
Regular,FDZ36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.066051758,6.035,187,3.8
Regular,FDB49,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030274175,8.3,98,3.8
Regular,FDU49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030819397,19.5,86,3.8
Regular,FDX27,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.114581955,20.7,94,3.8
Regular,FDQ31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.054066567,5.785,87,3.8
Regular,FDG08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.166032929,13.15,170,3.8
Regular,FDO19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016664252,17.7,47,3.8
Low Fat,FDI20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.038377013,19.1,211,3.8
Low Fat,FDX24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.013861607,8.355,94,3.8
Low Fat,FDO50,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.077790204,16.25,93,3.8
Low Fat,FDV49,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.025702129,10.0,262,3.8
Low Fat,FDD29,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.018321361,12.15,255,3.8
Low Fat,FDE09,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.021498768,8.775,111,3.8
Low Fat,FDJ32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.057512481,10.695,62,3.8
Low Fat,FDN32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.015485016,17.5,185,3.8
Low Fat,FDZ56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.025612348,16.25,168,3.8
Low Fat,DRI23,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.136532569,18.85,159,3.8
Low Fat,DRL47,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.038549197,19.7,127,3.8
